Lungern,6078,46.786528,8.152409
Alpnach,6053,46.955256,8.278751
Luzern,6006,47.054755,8.317590
Küssnacht,6403,47.081750,8.434164
Brunnen,6440,46.994280,8.600028
Cham,6330,47.179857,8.468408
Zuerihorn,8005,47.353419,8.550096
Kilchberg,8802,47.324171,8.550538
Ligerz,2513,47.083882,7.136060
Spiez,3700,46.688619,7.686597
